#   Step          Temp          Press          PotEng         KinEng         TotEng         E_pair    
    235000   0.99567007     1.0541016      15.900796      1.4933558      17.394151     -4.6824483    
    236000   0.98268885     0.87699223     15.915907      1.4738859      17.389793     -4.6682313    
    237000   0.97744769     1.0262297      15.924757      1.4660249      17.390782     -4.6690807    
    238000   0.98745987     0.82632831     15.907971      1.4810417      17.389013     -4.6732214    
    239000   0.99007579     1.0095642      15.905683      1.4849652      17.390648     -4.6776317    
    240000   0.98828079     1.0758306      15.9075        1.4822729      17.389773     -4.6689687    
    241000   0.99038573     1.1398706      15.905916      1.48543        17.391346     -4.6844808    
    242000   0.9939467      1.1837652      15.902024      1.490771       17.392795     -4.69005      
    243000   0.99678399     0.96019487     15.894736      1.4950265      17.389762     -4.6837169    
    244000   0.99276251     0.89919775     15.899217      1.4889949      17.388212     -4.6863601    
    245000   0.96842402     0.79887453     15.936893      1.4524908      17.389384     -4.6649648    
    246000   0.98742245     0.81693794     15.909259      1.4809856      17.390244     -4.6759655    
    247000   0.98554823     0.77874185     15.912195      1.4781745      17.390369     -4.6648921    
    248000   0.99775597     0.99766831     15.899641      1.4964843      17.396125     -4.6794926    
    249000   0.9854047      0.8045336      15.916476      1.4779592      17.394435     -4.6652315    
    250000   0.98144489     0.80415497     15.925421      1.4720201      17.397441     -4.6636771    
    251000   0.99328166     0.9485818      15.914349      1.4897735      17.404122     -4.677162     
    252000   0.9994685      0.88423702     15.906944      1.4990528      17.405997     -4.6841114    
    253000   0.99136269     1.1168126      15.923773      1.4868953      17.410668     -4.6706535    
    254000   0.99256562     0.94450564     15.922491      1.4886995      17.41119      -4.6659914    
    255000   1.0053928      1.1789889      15.910158      1.5079384      17.418096     -4.6795758    
    256000   1.0003564      1.1612692      15.91967       1.5003845      17.420055     -4.6710006    
    257000   0.99590859     1.1775248      15.927485      1.4937135      17.421199     -4.6623859    
    258000   0.99757653     1.0152006      15.929219      1.4962152      17.425434     -4.6644866    
    259000   1.0025563      0.92349181     15.925166      1.503684       17.42885      -4.6651795    
    260000   0.99958996     0.88022717     15.932069      1.499235       17.431304     -4.6641423    
    261000   0.99748465     1.0690788      15.936428      1.4960774      17.432506     -4.6445676    
    262000   0.99411667     0.92336918     15.9454        1.4910259      17.436425     -4.6461114    
    263000   1.0018073      0.97072925     15.937677      1.5025606      17.440238     -4.6570025    
    264000   1.0078634      1.0351338      15.933752      1.5116439      17.445396     -4.6493846    
    265000   0.99829847     0.98392083     15.948836      1.497298       17.446134     -4.6438924    
    266000   1.0005258      0.84354106     15.948398      1.5006386      17.449036     -4.6468751    
    267000   1.013085       0.99822076     15.93637       1.5194755      17.455846     -4.6643682    
    268000   0.99917524     0.8818078      15.956809      1.498613       17.455422     -4.6361332    
    269000   0.99150058     0.85496585     15.968522      1.4871021      17.455624     -4.6292313    
    270000   1.0030857      0.94433479     15.955071      1.5044781      17.459549     -4.6320349    
    271000   1.012068       1.0162748      15.944239      1.5179502      17.462189     -4.6498436    
    272000   1.0059774      1.1980896      15.955476      1.5088152      17.464291     -4.641736     
    273000   1.0162683      1.1223303      15.943744      1.52425        17.467994     -4.6499372    
    274000   1.0061128      1.023692       15.957073      1.5090183      17.466092     -4.6438125    
    275000   1.0083799      1.0057028      15.953517      1.5124186      17.465936     -4.636021     
    276000   1.00573        0.82163496     15.956115      1.5084442      17.464559     -4.6339258    
    277000   1.0113344      1.1329368      15.950675      1.51685        17.467525     -4.6552521    
    278000   1.0091561      0.87698986     15.952982      1.5135828      17.466565     -4.6465996    
    279000   1.0060667      1.063558       15.954856      1.5089492      17.463805     -4.6394624    
    280000   1.0051448      0.85146616     15.955117      1.5075664      17.462684     -4.6348108    
    281000   1.0163835      1.062127       15.940261      1.5244227      17.464684     -4.6498347    
    282000   1.0199701      1.0899285      15.933522      1.5298022      17.463324     -4.6435889    
    283000   1.0195606      1.0426321      15.933706      1.529188       17.462894     -4.6565197    
