#Step TotalEnergy Pressure AcceptanceRatio Temperature LongRangeCorrection Density
44050000 -3075.16 2.66501 0.437812 0.85 -139.599 0.900232
44060000 -3092.42 2.51728 0.43781 0.85 -139.599 0.900232
44070000 -3103.49 2.42088 0.437808 0.85 -139.599 0.900232
44080000 -3136.54 2.15236 0.437807 0.85 -139.599 0.900232
44090000 -3097.6 2.52761 0.437806 0.85 -139.599 0.900232
44100000 -3110.23 2.35481 0.437808 0.85 -139.599 0.900232
44110000 -3092.65 2.60941 0.437809 0.85 -139.599 0.900232
44120000 -3118.59 2.21883 0.43781 0.85 -139.599 0.900232
44130000 -3137.61 2.07107 0.43781 0.85 -139.599 0.900232
44140000 -3151.13 1.96804 0.43781 0.85 -139.599 0.900232
44150000 -3081.29 2.58394 0.437811 0.85 -139.599 0.900232
44160000 -3106.84 2.32702 0.437811 0.85 -139.599 0.900232
44170000 -3092.94 2.48024 0.437813 0.85 -139.599 0.900232
44180000 -3106.91 2.39494 0.437814 0.85 -139.599 0.900232
44190000 -3141.57 2.0445 0.437814 0.85 -139.599 0.900232
44200000 -3116.5 2.28369 0.437811 0.85 -139.599 0.900232
44210000 -3092.8 2.5633 0.437812 0.85 -139.599 0.900232
44220000 -3140.85 2.05498 0.437813 0.85 -139.599 0.900232
44230000 -3134.47 2.0745 0.437814 0.85 -139.599 0.900232
44240000 -3111 2.30804 0.437813 0.85 -139.599 0.900232
44250000 -3104.71 2.48584 0.437813 0.85 -139.599 0.900232
44260000 -3093.34 2.41906 0.437814 0.85 -139.599 0.900232
44270000 -3140.04 2.02068 0.437814 0.85 -139.599 0.900232
44280000 -3107.38 2.32303 0.437813 0.85 -139.599 0.900232
44290000 -3118.85 2.19222 0.437812 0.85 -139.599 0.900232
44300000 -3106.33 2.34673 0.437812 0.85 -139.599 0.900232
44310000 -3103.7 2.45145 0.437811 0.85 -139.599 0.900232
44320000 -3103.53 2.37883 0.43781 0.85 -139.599 0.900232
44330000 -3103.23 2.38907 0.437809 0.85 -139.599 0.900232
44340000 -3088.39 2.49231 0.437809 0.85 -139.599 0.900232
44350000 -3106.98 2.31517 0.437809 0.85 -139.599 0.900232
44360000 -3105.22 2.34019 0.43781 0.85 -139.599 0.900232
44370000 -3105.27 2.40731 0.437809 0.85 -139.599 0.900232
44380000 -3102.29 2.40689 0.437809 0.85 -139.599 0.900232
44390000 -3125.93 2.14879 0.43781 0.85 -139.599 0.900232
44400000 -3119.23 2.19483 0.437809 0.85 -139.599 0.900232
44410000 -3115.86 2.35053 0.437807 0.85 -139.599 0.900232
44420000 -3117.01 2.31776 0.437807 0.85 -139.599 0.900232
44430000 -3124.77 2.2573 0.437808 0.85 -139.599 0.900232
44440000 -3142.7 2.01653 0.437809 0.85 -139.599 0.900232
44450000 -3120.82 2.29636 0.437811 0.85 -139.599 0.900232
44460000 -3077.87 2.70898 0.437811 0.85 -139.599 0.900232
44470000 -3116.91 2.27421 0.437812 0.85 -139.599 0.900232
44480000 -3139.16 2.01862 0.437812 0.85 -139.599 0.900232
44490000 -3112.03 2.29568 0.437812 0.85 -139.599 0.900232
44500000 -3124.99 2.17059 0.437813 0.85 -139.599 0.900232
44510000 -3131.28 2.09613 0.437811 0.85 -139.599 0.900232
44520000 -3109.61 2.30295 0.43781 0.85 -139.599 0.900232
44530000 -3128.35 2.13352 0.437812 0.85 -139.599 0.900232
44540000 -3121.19 2.1872 0.43781 0.85 -139.599 0.900232
44550000 -3150.79 1.96353 0.437809 0.85 -139.599 0.900232
44560000 -3145.34 1.98221 0.437808 0.85 -139.599 0.900232
44570000 -3131.78 2.15857 0.437808 0.85 -139.599 0.900232
44580000 -3140.3 2.04588 0.437807 0.85 -139.599 0.900232
44590000 -3106.9 2.39198 0.437805 0.85 -139.599 0.900232
44600000 -3095.27 2.4782 0.437805 0.85 -139.599 0.900232
44610000 -3095.1 2.48006 0.437805 0.85 -139.599 0.900232
44620000 -3112.85 2.38855 0.437804 0.85 -139.599 0.900232
44630000 -3123.16 2.18593 0.437802 0.85 -139.599 0.900232
44640000 -3117.39 2.33492 0.437804 0.85 -139.599 0.900232
44650000 -3144.94 2.0332 0.437802 0.85 -139.599 0.900232
44660000 -3135.49 2.04854 0.437804 0.85 -139.599 0.900232
44670000 -3132.84 2.12388 0.437803 0.85 -139.599 0.900232
44680000 -3121.31 2.13581 0.437803 0.85 -139.599 0.900232
44690000 -3167.58 1.69347 0.437805 0.85 -139.599 0.900232
44700000 -3148.4 1.91954 0.437806 0.85 -139.599 0.900232
44710000 -3122.91 2.21901 0.437806 0.85 -139.599 0.900232
44720000 -3141.65 2.00143 0.437808 0.85 -139.599 0.900232
44730000 -3136.35 2.04882 0.437807 0.85 -139.599 0.900232
44740000 -3125.63 2.20695 0.437808 0.85 -139.599 0.900232
44750000 -3129.31 2.07465 0.437809 0.85 -139.599 0.900232
44760000 -3153.02 1.94748 0.437809 0.85 -139.599 0.900232
44770000 -3151.09 1.86369 0.437809 0.85 -139.599 0.900232
44780000 -3134.22 2.16885 0.43781 0.85 -139.599 0.900232
44790000 -3117.25 2.28165 0.437812 0.85 -139.599 0.900232
44800000 -3111.87 2.29857 0.437813 0.85 -139.599 0.900232
44810000 -3116.71 2.24345 0.437814 0.85 -139.599 0.900232
44820000 -3176.62 1.6656 0.437813 0.85 -139.599 0.900232
44830000 -3145.98 1.97481 0.437814 0.85 -139.599 0.900232
44840000 -3147.72 1.9771 0.437815 0.85 -139.599 0.900232
44850000 -3120.94 2.18774 0.437817 0.85 -139.599 0.900232
44860000 -3094.27 2.57279 0.437818 0.85 -139.599 0.900232
44870000 -3127.7 2.15408 0.437818 0.85 -139.599 0.900232
44880000 -3128.68 2.12973 0.437817 0.85 -139.599 0.900232
44890000 -3120.55 2.20184 0.437815 0.85 -139.599 0.900232
44900000 -3130.42 2.14144 0.437815 0.85 -139.599 0.900232
44910000 -3155.08 1.88829 0.437816 0.85 -139.599 0.900232
44920000 -3120.78 2.2284 0.437818 0.85 -139.599 0.900232
44930000 -3143.07 2.03507 0.437819 0.85 -139.599 0.900232
44940000 -3140.81 2.03542 0.437817 0.85 -139.599 0.900232
44950000 -3166 1.76248 0.437816 0.85 -139.599 0.900232
44960000 -3152.29 1.8785 0.437818 0.85 -139.599 0.900232
44970000 -3140.38 1.97884 0.43782 0.85 -139.599 0.900232
44980000 -3117.47 2.25786 0.437822 0.85 -139.599 0.900232
44990000 -3151.55 1.83676 0.437822 0.85 -139.599 0.900232
45000000 -3147.66 1.87167 0.437825 0.85 -139.599 0.900232
45010000 -3133.66 2.13469 0.437825 0.85 -139.599 0.900232
45020000 -3102.97 2.37476 0.437828 0.85 -139.599 0.900232
45030000 -3108.5 2.33796 0.437828 0.85 -139.599 0.900232
45040000 -3117.93 2.22979 0.437829 0.85 -139.599 0.900232
45050000 -3123.17 2.17595 0.437829 0.85 -139.599 0.900232
45060000 -3123.65 2.26647 0.43783 0.85 -139.599 0.900232
45070000 -3146.13 2.04846 0.437829 0.85 -139.599 0.900232
45080000 -3149.17 1.94052 0.437831 0.85 -139.599 0.900232
45090000 -3154.78 1.8937 0.437832 0.85 -139.599 0.900232
45100000 -3131.03 2.09625 0.437835 0.85 -139.599 0.900232
45110000 -3148.18 1.86527 0.437836 0.85 -139.599 0.900232
45120000 -3135 2.11046 0.437834 0.85 -139.599 0.900232
45130000 -3121.26 2.19857 0.437833 0.85 -139.599 0.900232
45140000 -3108.04 2.33374 0.437834 0.85 -139.599 0.900232
45150000 -3070.14 2.66341 0.437835 0.85 -139.599 0.900232
45160000 -3116.4 2.26154 0.437834 0.85 -139.599 0.900232
45170000 -3126.09 2.22432 0.437834 0.85 -139.599 0.900232
45180000 -3096.27 2.53834 0.437833 0.85 -139.599 0.900232
45190000 -3110.69 2.40849 0.437833 0.85 -139.599 0.900232
45200000 -3143.47 2.00857 0.437831 0.85 -139.599 0.900232
45210000 -3119.58 2.24597 0.43783 0.85 -139.599 0.900232
45220000 -3126.26 2.17521 0.43783 0.85 -139.599 0.900232
45230000 -3121.94 2.30056 0.43783 0.85 -139.599 0.900232
45240000 -3117.43 2.29701 0.437828 0.85 -139.599 0.900232
45250000 -3090.23 2.54722 0.437827 0.85 -139.599 0.900232
45260000 -3086.93 2.62251 0.437826 0.85 -139.599 0.900232
45270000 -3136.03 2.07423 0.437826 0.85 -139.599 0.900232
45280000 -3093.26 2.48763 0.437827 0.85 -139.599 0.900232
45290000 -3091.4 2.58166 0.437824 0.85 -139.599 0.900232
45300000 -3124.54 2.1905 0.437823 0.85 -139.599 0.900232
45310000 -3118.75 2.25416 0.437823 0.85 -139.599 0.900232
45320000 -3109.45 2.40115 0.437822 0.85 -139.599 0.900232
45330000 -3065.72 2.88715 0.437822 0.85 -139.599 0.900232
45340000 -3094.25 2.61915 0.437821 0.85 -139.599 0.900232
45350000 -3127.6 2.18116 0.437822 0.85 -139.599 0.900232
45360000 -3076.85 2.5994 0.437822 0.85 -139.599 0.900232
45370000 -3103.56 2.41819 0.437818 0.85 -139.599 0.900232
45380000 -3131.62 2.13542 0.437818 0.85 -139.599 0.900232
45390000 -3130.04 2.12699 0.437816 0.85 -139.599 0.900232
45400000 -3126.29 2.15678 0.437816 0.85 -139.599 0.900232
45410000 -3124.02 2.17217 0.437816 0.85 -139.599 0.900232
45420000 -3121.67 2.20054 0.437817 0.85 -139.599 0.900232
45430000 -3105.79 2.29982 0.437817 0.85 -139.599 0.900232
45440000 -3114.89 2.27753 0.437816 0.85 -139.599 0.900232
45450000 -3114.26 2.27428 0.437815 0.85 -139.599 0.900232
45460000 -3101.72 2.41223 0.437816 0.85 -139.599 0.900232
45470000 -3144.57 1.89573 0.437817 0.85 -139.599 0.900232
45480000 -3100.05 2.43469 0.437813 0.85 -139.599 0.900232
45490000 -3127.09 2.19426 0.437811 0.85 -139.599 0.900232
45500000 -3080.22 2.64953 0.43781 0.85 -139.599 0.900232
45510000 -3104.53 2.41096 0.437808 0.85 -139.599 0.900232
45520000 -3107.79 2.30759 0.437807 0.85 -139.599 0.900232
45530000 -3113.61 2.24062 0.437809 0.85 -139.599 0.900232
45540000 -3106.4 2.3839 0.437807 0.85 -139.599 0.900232
45550000 -3078.41 2.63528 0.437808 0.85 -139.599 0.900232
45560000 -3110.14 2.28438 0.437808 0.85 -139.599 0.900232
45570000 -3117.87 2.22127 0.437807 0.85 -139.599 0.900232
45580000 -3118.66 2.22837 0.437807 0.85 -139.599 0.900232
45590000 -3143.97 1.95802 0.437807 0.85 -139.599 0.900232
45600000 -3137.08 2.15298 0.437809 0.85 -139.599 0.900232
45610000 -3141.02 2.04653 0.437809 0.85 -139.599 0.900232
45620000 -3129.59 2.20203 0.437809 0.85 -139.599 0.900232
45630000 -3110.49 2.3361 0.437809 0.85 -139.599 0.900232
45640000 -3140.41 2.16507 0.437808 0.85 -139.599 0.900232
45650000 -3122.2 2.2158 0.437807 0.85 -139.599 0.900232
45660000 -3166.38 1.77391 0.437806 0.85 -139.599 0.900232
45670000 -3128.15 2.10627 0.437807 0.85 -139.599 0.900232
45680000 -3135.38 2.0588 0.43781 0.85 -139.599 0.900232
45690000 -3121.72 2.19693 0.437812 0.85 -139.599 0.900232
45700000 -3128.7 2.12416 0.437814 0.85 -139.599 0.900232
45710000 -3088.76 2.52591 0.437814 0.85 -139.599 0.900232
45720000 -3112.32 2.28259 0.437816 0.85 -139.599 0.900232
45730000 -3092.55 2.54999 0.437814 0.85 -139.599 0.900232
45740000 -3076.29 2.68201 0.437814 0.85 -139.599 0.900232
45750000 -3103.65 2.3933 0.437815 0.85 -139.599 0.900232
45760000 -3096.29 2.47351 0.437814 0.85 -139.599 0.900232
45770000 -3133.92 2.07094 0.437815 0.85 -139.599 0.900232
45780000 -3102.83 2.42519 0.437814 0.85 -139.599 0.900232
45790000 -3103.94 2.44139 0.437813 0.85 -139.599 0.900232
45800000 -3125.55 2.22768 0.437814 0.85 -139.599 0.900232
45810000 -3114.44 2.36343 0.437811 0.85 -139.599 0.900232
45820000 -3143.19 1.99803 0.43781 0.85 -139.599 0.900232
45830000 -3128.46 2.16278 0.437808 0.85 -139.599 0.900232
45840000 -3134.91 2.10635 0.437808 0.85 -139.599 0.900232
45850000 -3135.77 2.12172 0.437809 0.85 -139.599 0.900232
45860000 -3122.71 2.24038 0.437809 0.85 -139.599 0.900232
45870000 -3102.92 2.49649 0.437807 0.85 -139.599 0.900232
45880000 -3151.74 1.90726 0.437807 0.85 -139.599 0.900232
45890000 -3143.98 2.00435 0.437806 0.85 -139.599 0.900232
45900000 -3128.81 2.1569 0.437808 0.85 -139.599 0.900232
45910000 -3122.63 2.21172 0.437809 0.85 -139.599 0.900232
45920000 -3147.75 1.96853 0.437811 0.85 -139.599 0.900232
45930000 -3134.65 2.14884 0.437808 0.85 -139.599 0.900232
45940000 -3106.8 2.38263 0.437809 0.85 -139.599 0.900232
45950000 -3092.68 2.60473 0.437808 0.85 -139.599 0.900232
45960000 -3111.69 2.37912 0.43781 0.85 -139.599 0.900232
45970000 -3139.89 2.04191 0.437808 0.85 -139.599 0.900232
45980000 -3114.23 2.3688 0.437808 0.85 -139.599 0.900232
45990000 -3095.78 2.55835 0.437806 0.85 -139.599 0.900232
46000000 -3066.1 2.76754 0.437806 0.85 -139.599 0.900232
46010000 -3081.68 2.59398 0.437802 0.85 -139.599 0.900232
46020000 -3127.15 2.18702 0.437802 0.85 -139.599 0.900232
46030000 -3109.05 2.30477 0.437801 0.85 -139.599 0.900232
46040000 -3095.68 2.53199 0.437802 0.85 -139.599 0.900232
46050000 -3109.28 2.32293 0.437803 0.85 -139.599 0.900232
46060000 -3140.7 2.06278 0.437802 0.85 -139.599 0.900232
46070000 -3096.74 2.51093 0.437804 0.85 -139.599 0.900232
46080000 -3099.6 2.50016 0.437804 0.85 -139.599 0.900232
46090000 -3070.64 2.71176 0.437802 0.85 -139.599 0.900232
46100000 -3110.92 2.37884 0.437803 0.85 -139.599 0.900232
46110000 -3110.25 2.3916 0.437802 0.85 -139.599 0.900232
46120000 -3107 2.4506 0.437801 0.85 -139.599 0.900232
46130000 -3116.88 2.30728 0.437802 0.85 -139.599 0.900232
46140000 -3134.91 2.12163 0.437802 0.85 -139.599 0.900232
46150000 -3134.88 2.06711 0.437802 0.85 -139.599 0.900232
46160000 -3097.4 2.45049 0.437802 0.85 -139.599 0.900232
46170000 -3096.96 2.47326 0.437804 0.85 -139.599 0.900232
46180000 -3143.26 1.99752 0.437806 0.85 -139.599 0.900232
46190000 -3147.29 2.02893 0.437806 0.85 -139.599 0.900232
46200000 -3136.88 2.08727 0.437804 0.85 -139.599 0.900232
46210000 -3141.11 1.962 0.437802 0.85 -139.599 0.900232
46220000 -3115.19 2.30846 0.437802 0.85 -139.599 0.900232
46230000 -3117.37 2.27735 0.437802 0.85 -139.599 0.900232
46240000 -3106.39 2.35103 0.437805 0.85 -139.599 0.900232
46250000 -3112.02 2.22815 0.437804 0.85 -139.599 0.900232
46260000 -3127.58 2.12319 0.437807 0.85 -139.599 0.900232
46270000 -3117.9 2.22494 0.437808 0.85 -139.599 0.900232
46280000 -3135.79 2.1289 0.437807 0.85 -139.599 0.900232
46290000 -3147.42 2.01224 0.437806 0.85 -139.599 0.900232
46300000 -3082.21 2.65242 0.437805 0.85 -139.599 0.900232
46310000 -3090.95 2.58232 0.437806 0.85 -139.599 0.900232
46320000 -3108.79 2.38372 0.437807 0.85 -139.599 0.900232
46330000 -3139.53 2.05187 0.437805 0.85 -139.599 0.900232
46340000 -3130.1 2.15666 0.437805 0.85 -139.599 0.900232
46350000 -3127.21 2.18852 0.437805 0.85 -139.599 0.900232
46360000 -3108.91 2.35955 0.437805 0.85 -139.599 0.900232
46370000 -3140.76 2.11434 0.437805 0.85 -139.599 0.900232
46380000 -3095.3 2.52418 0.437801 0.85 -139.599 0.900232
46390000 -3102.42 2.37079 0.437802 0.85 -139.599 0.900232
46400000 -3126.34 2.15192 0.437803 0.85 -139.599 0.900232
46410000 -3149.31 1.95595 0.437803 0.85 -139.599 0.900232
46420000 -3099.31 2.29429 0.437804 0.85 -139.599 0.900232
46430000 -3123.04 2.16653 0.437806 0.85 -139.599 0.900232
46440000 -3134.44 2.07419 0.437806 0.85 -139.599 0.900232
46450000 -3146.77 2.025 0.437806 0.85 -139.599 0.900232
46460000 -3105.83 2.36115 0.437808 0.85 -139.599 0.900232
46470000 -3145.06 1.94288 0.437809 0.85 -139.599 0.900232
46480000 -3117.27 2.26906 0.437808 0.85 -139.599 0.900232
46490000 -3135.86 2.10315 0.437809 0.85 -139.599 0.900232
46500000 -3136.42 2.11553 0.437809 0.85 -139.599 0.900232
46510000 -3129.32 2.16209 0.437808 0.85 -139.599 0.900232
46520000 -3132.38 2.21594 0.437807 0.85 -139.599 0.900232
46530000 -3101.41 2.38299 0.437807 0.85 -139.599 0.900232
46540000 -3089.09 2.59075 0.437804 0.85 -139.599 0.900232
46550000 -3113.34 2.24001 0.437803 0.85 -139.599 0.900232
46560000 -3112.56 2.29912 0.437802 0.85 -139.599 0.900232
46570000 -3099.83 2.46637 0.4378 0.85 -139.599 0.900232
46580000 -3122.88 2.18952 0.4378 0.85 -139.599 0.900232
46590000 -3158.27 1.85379 0.437802 0.85 -139.599 0.900232
46600000 -3152.81 1.91291 0.437801 0.85 -139.599 0.900232
46610000 -3129.76 2.23138 0.437801 0.85 -139.599 0.900232
46620000 -3144.32 1.96578 0.4378 0.85 -139.599 0.900232
46630000 -3123.33 2.2051 0.437801 0.85 -139.599 0.900232
46640000 -3120.92 2.25243 0.437802 0.85 -139.599 0.900232
46650000 -3156.58 1.88569 0.437802 0.85 -139.599 0.900232
46660000 -3099.28 2.45329 0.437802 0.85 -139.599 0.900232
46670000 -3121.05 2.21409 0.437803 0.85 -139.599 0.900232
46680000 -3120.13 2.24304 0.437804 0.85 -139.599 0.900232
46690000 -3150.23 1.89666 0.437803 0.85 -139.599 0.900232
46700000 -3145.44 2.00572 0.437804 0.85 -139.599 0.900232
46710000 -3135.41 2.11965 0.437804 0.85 -139.599 0.900232
46720000 -3119.16 2.28454 0.437804 0.85 -139.599 0.900232
46730000 -3130.9 2.16998 0.437805 0.85 -139.599 0.900232
46740000 -3127.15 2.20314 0.437806 0.85 -139.599 0.900232
46750000 -3119.18 2.26843 0.437805 0.85 -139.599 0.900232
46760000 -3084.77 2.58035 0.437803 0.85 -139.599 0.900232
46770000 -3119.8 2.24142 0.437803 0.85 -139.599 0.900232
46780000 -3116.3 2.33467 0.437801 0.85 -139.599 0.900232
46790000 -3104.83 2.48829 0.437801 0.85 -139.599 0.900232
46800000 -3148.57 1.98468 0.4378 0.85 -139.599 0.900232
46810000 -3128.56 2.18223 0.437799 0.85 -139.599 0.900232
46820000 -3124.94 2.17542 0.4378 0.85 -139.599 0.900232
46830000 -3128.76 2.14902 0.437799 0.85 -139.599 0.900232
46840000 -3118.05 2.24336 0.4378 0.85 -139.599 0.900232
46850000 -3137.53 2.07932 0.437799 0.85 -139.599 0.900232
46860000 -3140.04 2.06315 0.437798 0.85 -139.599 0.900232
46870000 -3125.09 2.11491 0.437798 0.85 -139.599 0.900232
46880000 -3091.89 2.40495 0.437799 0.85 -139.599 0.900232
46890000 -3127.34 2.11526 0.437798 0.85 -139.599 0.900232
46900000 -3072.41 2.69448 0.437796 0.85 -139.599 0.900232
46910000 -3102.41 2.37494 0.437797 0.85 -139.599 0.900232
46920000 -3119.1 2.18741 0.437796 0.85 -139.599 0.900232
46930000 -3088.92 2.45426 0.437795 0.85 -139.599 0.900232
46940000 -3123.99 2.13843 0.437796 0.85 -139.599 0.900232
46950000 -3110.4 2.26517 0.437796 0.85 -139.599 0.900232
46960000 -3125.5 2.15548 0.437795 0.85 -139.599 0.900232
46970000 -3128.22 2.15733 0.437794 0.85 -139.599 0.900232
46980000 -3123.54 2.16916 0.437794 0.85 -139.599 0.900232
46990000 -3106.61 2.31414 0.437795 0.85 -139.599 0.900232
47000000 -3128.21 2.08821 0.437796 0.85 -139.599 0.900232
47010000 -3161.94 1.82946 0.437799 0.85 -139.599 0.900232
47020000 -3144.95 1.91954 0.437802 0.85 -139.599 0.900232
47030000 -3130.31 2.01647 0.437803 0.85 -139.599 0.900232
47040000 -3130.73 2.04381 0.437803 0.85 -139.599 0.900232
47050000 -3133.83 2.10094 0.437803 0.85 -139.599 0.900232
47060000 -3088.62 2.48307 0.437804 0.85 -139.599 0.900232
47070000 -3117.59 2.26564 0.437803 0.85 -139.599 0.900232
47080000 -3095.08 2.51628 0.437804 0.85 -139.599 0.900232
47090000 -3093.15 2.57052 0.437803 0.85 -139.599 0.900232
47100000 -3124.05 2.19827 0.437804 0.85 -139.599 0.900232
47110000 -3145.34 1.9353 0.437802 0.85 -139.599 0.900232
47120000 -3089.27 2.53098 0.437802 0.85 -139.599 0.900232
47130000 -3118.25 2.22427 0.437802 0.85 -139.599 0.900232
47140000 -3140.76 2.01278 0.437802 0.85 -139.599 0.900232
47150000 -3122.76 2.17485 0.437803 0.85 -139.599 0.900232
47160000 -3122.92 2.20959 0.437802 0.85 -139.599 0.900232
47170000 -3115.01 2.2725 0.437801 0.85 -139.599 0.900232
47180000 -3139.61 1.96916 0.437801 0.85 -139.599 0.900232
47190000 -3089.45 2.54363 0.437802 0.85 -139.599 0.900232
47200000 -3091.24 2.48187 0.437803 0.85 -139.599 0.900232
47210000 -3108.32 2.3693 0.437802 0.85 -139.599 0.900232
47220000 -3107.85 2.33694 0.437801 0.85 -139.599 0.900232
47230000 -3149.79 1.96418 0.437802 0.85 -139.599 0.900232
47240000 -3109.59 2.38581 0.437803 0.85 -139.599 0.900232
47250000 -3101.54 2.41144 0.437803 0.85 -139.599 0.900232
47260000 -3134.17 2.05961 0.437804 0.85 -139.599 0.900232
47270000 -3127.76 2.10711 0.437804 0.85 -139.599 0.900232
47280000 -3098.26 2.46274 0.437804 0.85 -139.599 0.900232
47290000 -3106.32 2.43073 0.437806 0.85 -139.599 0.900232
47300000 -3113.96 2.36817 0.437805 0.85 -139.599 0.900232
47310000 -3089.88 2.58057 0.437805 0.85 -139.599 0.900232
47320000 -3156.12 1.8974 0.437805 0.85 -139.599 0.900232
47330000 -3099.13 2.44318 0.437805 0.85 -139.599 0.900232
47340000 -3153.04 1.91114 0.437805 0.85 -139.599 0.900232
47350000 -3107.84 2.34664 0.437803 0.85 -139.599 0.900232
47360000 -3090.38 2.57372 0.437802 0.85 -139.599 0.900232
47370000 -3122.19 2.23508 0.4378 0.85 -139.599 0.900232
47380000 -3099.2 2.50194 0.437801 0.85 -139.599 0.900232
47390000 -3085.82 2.50265 0.437798 0.85 -139.599 0.900232
47400000 -3116.9 2.29459 0.437799 0.85 -139.599 0.900232
47410000 -3149.41 1.92223 0.437799 0.85 -139.599 0.900232
47420000 -3100.41 2.49762 0.437798 0.85 -139.599 0.900232
47430000 -3106.1 2.36989 0.437799 0.85 -139.599 0.900232
47440000 -3126.56 2.15365 0.4378 0.85 -139.599 0.900232
47450000 -3142.07 2.00441 0.437801 0.85 -139.599 0.900232
47460000 -3149.27 1.94999 0.437801 0.85 -139.599 0.900232
47470000 -3154.82 1.8727 0.437802 0.85 -139.599 0.900232
47480000 -3132.5 2.10049 0.437803 0.85 -139.599 0.900232
47490000 -3133.65 2.10245 0.437803 0.85 -139.599 0.900232
47500000 -3152.25 1.87959 0.437804 0.85 -139.599 0.900232
47510000 -3125.86 2.20956 0.437805 0.85 -139.599 0.900232
47520000 -3083.55 2.55793 0.437805 0.85 -139.599 0.900232
47530000 -3100.52 2.46559 0.437804 0.85 -139.599 0.900232
47540000 -3098.33 2.42705 0.437805 0.85 -139.599 0.900232
47550000 -3103.99 2.4273 0.437805 0.85 -139.599 0.900232
47560000 -3105.81 2.37041 0.437807 0.85 -139.599 0.900232
47570000 -3127.19 2.11158 0.437807 0.85 -139.599 0.900232
47580000 -3139.88 1.94378 0.437807 0.85 -139.599 0.900232
47590000 -3129.18 2.13489 0.437808 0.85 -139.599 0.900232
47600000 -3096.18 2.47327 0.437811 0.85 -139.599 0.900232
47610000 -3105.38 2.39194 0.437812 0.85 -139.599 0.900232
47620000 -3140.35 2.03913 0.437812 0.85 -139.599 0.900232
47630000 -3130.83 2.086 0.437812 0.85 -139.599 0.900232
47640000 -3112.92 2.22645 0.43781 0.85 -139.599 0.900232
47650000 -3079.67 2.57944 0.43781 0.85 -139.599 0.900232
47660000 -3131.07 2.14798 0.437808 0.85 -139.599 0.900232
47670000 -3112.71 2.33206 0.437808 0.85 -139.599 0.900232
47680000 -3082.92 2.64512 0.437807 0.85 -139.599 0.900232
47690000 -3105.99 2.40371 0.437805 0.85 -139.599 0.900232
47700000 -3121.97 2.23419 0.437806 0.85 -139.599 0.900232
47710000 -3113.31 2.29312 0.437808 0.85 -139.599 0.900232
47720000 -3125.85 2.14965 0.43781 0.85 -139.599 0.900232
47730000 -3137 2.09307 0.43781 0.85 -139.599 0.900232
47740000 -3145.92 2.00099 0.43781 0.85 -139.599 0.900232
47750000 -3101.59 2.3911 0.43781 0.85 -139.599 0.900232
47760000 -3159.89 1.83878 0.437809 0.85 -139.599 0.900232
47770000 -3137.85 2.10753 0.437811 0.85 -139.599 0.900232
47780000 -3113.98 2.2971 0.437812 0.85 -139.599 0.900232
47790000 -3124.4 2.17679 0.437813 0.85 -139.599 0.900232
47800000 -3096.88 2.48943 0.437812 0.85 -139.599 0.900232
47810000 -3115.48 2.35573 0.43781 0.85 -139.599 0.900232
47820000 -3103.63 2.39579 0.43781 0.85 -139.599 0.900232
47830000 -3124.87 2.20699 0.437809 0.85 -139.599 0.900232
47840000 -3100.59 2.40955 0.437808 0.85 -139.599 0.900232
47850000 -3107.15 2.3919 0.437808 0.85 -139.599 0.900232
47860000 -3122.09 2.25367 0.437808 0.85 -139.599 0.900232
47870000 -3099.94 2.42734 0.437806 0.85 -139.599 0.900232
47880000 -3158.77 1.82893 0.437806 0.85 -139.599 0.900232
47890000 -3127.34 2.21419 0.437805 0.85 -139.599 0.900232
47900000 -3080.39 2.71907 0.437803 0.85 -139.599 0.900232
47910000 -3107.95 2.46258 0.437803 0.85 -139.599 0.900232
47920000 -3092.63 2.57872 0.437802 0.85 -139.599 0.900232
47930000 -3071.74 2.77413 0.437803 0.85 -139.599 0.900232
47940000 -3111.25 2.3892 0.437802 0.85 -139.599 0.900232
47950000 -3096.76 2.44792 0.437803 0.85 -139.599 0.900232
47960000 -3121.79 2.2616 0.437802 0.85 -139.599 0.900232
47970000 -3083.99 2.71148 0.437799 0.85 -139.599 0.900232
47980000 -3080.05 2.69741 0.437797 0.85 -139.599 0.900232
47990000 -3070.83 2.76777 0.437797 0.85 -139.599 0.900232
48000000 -3097.74 2.43232 0.437795 0.85 -139.599 0.900232
48010000 -3154.79 1.84563 0.437794 0.85 -139.599 0.900232
48020000 -3135.25 2.10568 0.437794 0.85 -139.599 0.900232
48030000 -3108.9 2.34015 0.437794 0.85 -139.599 0.900232
48040000 -3118.81 2.25971 0.437794 0.85 -139.599 0.900232
48050000 -3117.52 2.28468 0.437794 0.85 -139.599 0.900232
48060000 -3095.68 2.50944 0.437796 0.85 -139.599 0.900232
48070000 -3085.83 2.62367 0.437795 0.85 -139.599 0.900232
48080000 -3110.51 2.32932 0.437794 0.85 -139.599 0.900232
48090000 -3118.62 2.21746 0.437793 0.85 -139.599 0.900232
48100000 -3126.4 2.1016 0.437794 0.85 -139.599 0.900232
48110000 -3139.47 2.05124 0.437795 0.85 -139.599 0.900232
48120000 -3121.18 2.2522 0.437795 0.85 -139.599 0.900232
48130000 -3132.05 2.10556 0.437794 0.85 -139.599 0.900232
48140000 -3093.35 2.50808 0.437795 0.85 -139.599 0.900232
48150000 -3120.98 2.24951 0.437794 0.85 -139.599 0.900232
