#Step TotalEnergy Pressure AcceptanceRatio Temperature LongRangeCorrection Density
26950000 -3117.25 2.30185 0.437673 0.85 -139.599 0.900232
26960000 -3105.27 2.4015 0.437673 0.85 -139.599 0.900232
26970000 -3135.51 2.02959 0.437676 0.85 -139.599 0.900232
26980000 -3126.37 2.19532 0.437677 0.85 -139.599 0.900232
26990000 -3104.8 2.37686 0.437678 0.85 -139.599 0.900232
27000000 -3140.24 2.09234 0.43768 0.85 -139.599 0.900232
27010000 -3079.12 2.59053 0.43768 0.85 -139.599 0.900232
27020000 -3135.1 2.08076 0.43768 0.85 -139.599 0.900232
27030000 -3123.85 2.14413 0.43768 0.85 -139.599 0.900232
27040000 -3118.76 2.24434 0.437679 0.85 -139.599 0.900232
27050000 -3161.75 1.81188 0.43768 0.85 -139.599 0.900232
27060000 -3135.49 2.04188 0.437681 0.85 -139.599 0.900232
27070000 -3137.93 2.07734 0.437683 0.85 -139.599 0.900232
27080000 -3141.21 2.00079 0.437684 0.85 -139.599 0.900232
27090000 -3156.23 1.92032 0.437684 0.85 -139.599 0.900232
27100000 -3143.64 1.99161 0.437686 0.85 -139.599 0.900232
27110000 -3145.76 1.99007 0.437686 0.85 -139.599 0.900232
27120000 -3125.88 2.1505 0.437686 0.85 -139.599 0.900232
27130000 -3149.96 1.94317 0.437691 0.85 -139.599 0.900232
27140000 -3153.19 1.81592 0.437693 0.85 -139.599 0.900232
27150000 -3104.3 2.32304 0.437695 0.85 -139.599 0.900232
27160000 -3139.2 2.01969 0.437698 0.85 -139.599 0.900232
27170000 -3129.69 2.19056 0.4377 0.85 -139.599 0.900232
27180000 -3105.98 2.35328 0.437698 0.85 -139.599 0.900232
27190000 -3126.11 2.20235 0.437698 0.85 -139.599 0.900232
27200000 -3169.82 1.69612 0.437695 0.85 -139.599 0.900232
27210000 -3148.53 1.98637 0.437698 0.85 -139.599 0.900232
27220000 -3155.52 1.85677 0.437699 0.85 -139.599 0.900232
27230000 -3143.16 1.96912 0.437699 0.85 -139.599 0.900232
27240000 -3085.01 2.57344 0.437701 0.85 -139.599 0.900232
27250000 -3088.79 2.58235 0.4377 0.85 -139.599 0.900232
27260000 -3120.16 2.20623 0.4377 0.85 -139.599 0.900232
27270000 -3122.13 2.16777 0.437699 0.85 -139.599 0.900232
27280000 -3077.69 2.68336 0.437699 0.85 -139.599 0.900232
27290000 -3115.74 2.27931 0.437699 0.85 -139.599 0.900232
27300000 -3116.54 2.33773 0.437699 0.85 -139.599 0.900232
27310000 -3098.31 2.45257 0.4377 0.85 -139.599 0.900232
27320000 -3110.68 2.349 0.437703 0.85 -139.599 0.900232
27330000 -3157.03 1.91223 0.437705 0.85 -139.599 0.900232
27340000 -3104.06 2.46082 0.437707 0.85 -139.599 0.900232
27350000 -3128.34 2.17433 0.437705 0.85 -139.599 0.900232
27360000 -3133.87 2.08103 0.437709 0.85 -139.599 0.900232
27370000 -3100.16 2.39695 0.437707 0.85 -139.599 0.900232
27380000 -3126.26 2.19102 0.437706 0.85 -139.599 0.900232
27390000 -3147.36 1.95323 0.437708 0.85 -139.599 0.900232
27400000 -3129.1 2.11601 0.437713 0.85 -139.599 0.900232
27410000 -3158.32 1.82942 0.437713 0.85 -139.599 0.900232
27420000 -3139.72 2.11815 0.437713 0.85 -139.599 0.900232
27430000 -3161.9 1.82048 0.437711 0.85 -139.599 0.900232
27440000 -3141.65 2.05331 0.437711 0.85 -139.599 0.900232
27450000 -3151.15 1.90995 0.437717 0.85 -139.599 0.900232
27460000 -3156.22 1.82994 0.437718 0.85 -139.599 0.900232
27470000 -3133.1 2.09309 0.437718 0.85 -139.599 0.900232
27480000 -3145.38 1.9577 0.437718 0.85 -139.599 0.900232
27490000 -3125.58 2.15576 0.437717 0.85 -139.599 0.900232
27500000 -3131.06 2.12769 0.437716 0.85 -139.599 0.900232
27510000 -3133.76 2.0814 0.43772 0.85 -139.599 0.900232
27520000 -3089.75 2.61904 0.437719 0.85 -139.599 0.900232
27530000 -3117.83 2.29252 0.437718 0.85 -139.599 0.900232
27540000 -3126.2 2.28526 0.437716 0.85 -139.599 0.900232
27550000 -3110.24 2.39592 0.437713 0.85 -139.599 0.900232
27560000 -3120.46 2.23465 0.437714 0.85 -139.599 0.900232
27570000 -3099.13 2.46144 0.437713 0.85 -139.599 0.900232
27580000 -3121.2 2.23683 0.437711 0.85 -139.599 0.900232
27590000 -3127.99 2.18785 0.437714 0.85 -139.599 0.900232
27600000 -3108.45 2.30648 0.437714 0.85 -139.599 0.900232
27610000 -3146.31 1.96202 0.437716 0.85 -139.599 0.900232
27620000 -3105.87 2.31152 0.437717 0.85 -139.599 0.900232
27630000 -3113.46 2.26678 0.437713 0.85 -139.599 0.900232
27640000 -3120.18 2.28663 0.437715 0.85 -139.599 0.900232
27650000 -3093.92 2.39186 0.437716 0.85 -139.599 0.900232
27660000 -3141.96 2.01491 0.437716 0.85 -139.599 0.900232
27670000 -3097.67 2.50659 0.437715 0.85 -139.599 0.900232
27680000 -3131.62 2.11539 0.437718 0.85 -139.599 0.900232
27690000 -3095.73 2.45736 0.437721 0.85 -139.599 0.900232
27700000 -3137.22 2.06939 0.437722 0.85 -139.599 0.900232
27710000 -3127.28 2.14486 0.437723 0.85 -139.599 0.900232
27720000 -3129.74 2.1543 0.437722 0.85 -139.599 0.900232
27730000 -3108.13 2.32454 0.43772 0.85 -139.599 0.900232
27740000 -3150.64 1.92731 0.437719 0.85 -139.599 0.900232
27750000 -3120.01 2.19353 0.437717 0.85 -139.599 0.900232
27760000 -3118.5 2.21084 0.437718 0.85 -139.599 0.900232
27770000 -3131.71 2.07033 0.437718 0.85 -139.599 0.900232
27780000 -3116.29 2.29986 0.437717 0.85 -139.599 0.900232
27790000 -3133.03 2.05986 0.437716 0.85 -139.599 0.900232
27800000 -3139.47 2.02596 0.437719 0.85 -139.599 0.900232
27810000 -3109.48 2.24089 0.437717 0.85 -139.599 0.900232
27820000 -3155.49 1.87978 0.437714 0.85 -139.599 0.900232
27830000 -3113.35 2.29668 0.437718 0.85 -139.599 0.900232
27840000 -3141.19 2.06822 0.437723 0.85 -139.599 0.900232
27850000 -3146.09 1.91971 0.43772 0.85 -139.599 0.900232
27860000 -3100.57 2.37824 0.437723 0.85 -139.599 0.900232
27870000 -3132.06 2.08489 0.437722 0.85 -139.599 0.900232
27880000 -3139.28 1.95948 0.437724 0.85 -139.599 0.900232
27890000 -3140.85 1.97538 0.437725 0.85 -139.599 0.900232
27900000 -3118.36 2.20127 0.437724 0.85 -139.599 0.900232
27910000 -3143.15 1.96788 0.437724 0.85 -139.599 0.900232
27920000 -3098.77 2.4067 0.437722 0.85 -139.599 0.900232
27930000 -3114.35 2.31423 0.437719 0.85 -139.599 0.900232
27940000 -3132.12 2.10305 0.437721 0.85 -139.599 0.900232
27950000 -3166.44 1.73965 0.43772 0.85 -139.599 0.900232
27960000 -3097.91 2.42959 0.437718 0.85 -139.599 0.900232
27970000 -3113.58 2.25179 0.437716 0.85 -139.599 0.900232
27980000 -3095.93 2.5541 0.437715 0.85 -139.599 0.900232
27990000 -3109.62 2.35036 0.437713 0.85 -139.599 0.900232
28000000 -3111.16 2.33344 0.437714 0.85 -139.599 0.900232
28010000 -3100.37 2.47008 0.437713 0.85 -139.599 0.900232
28020000 -3132.39 2.12999 0.43771 0.85 -139.599 0.900232
28030000 -3121.36 2.21453 0.437712 0.85 -139.599 0.900232
28040000 -3111.42 2.31908 0.437712 0.85 -139.599 0.900232
28050000 -3121.69 2.21283 0.437708 0.85 -139.599 0.900232
28060000 -3084.79 2.64364 0.437709 0.85 -139.599 0.900232
28070000 -3120.42 2.19913 0.437706 0.85 -139.599 0.900232
28080000 -3138.83 2.03809 0.437706 0.85 -139.599 0.900232
28090000 -3119.5 2.28848 0.437706 0.85 -139.599 0.900232
28100000 -3142 2.03046 0.437704 0.85 -139.599 0.900232
28110000 -3125.93 2.19152 0.437704 0.85 -139.599 0.900232
28120000 -3104.24 2.37101 0.437704 0.85 -139.599 0.900232
28130000 -3090.3 2.5797 0.437705 0.85 -139.599 0.900232
28140000 -3125.51 2.18534 0.437706 0.85 -139.599 0.900232
28150000 -3080.17 2.6431 0.437708 0.85 -139.599 0.900232
28160000 -3080.72 2.65982 0.437709 0.85 -139.599 0.900232
28170000 -3116.24 2.29701 0.437707 0.85 -139.599 0.900232
28180000 -3158.42 1.84181 0.437706 0.85 -139.599 0.900232
28190000 -3150.49 1.92574 0.437705 0.85 -139.599 0.900232
28200000 -3106.98 2.33207 0.437708 0.85 -139.599 0.900232
28210000 -3154.74 1.943 0.437707 0.85 -139.599 0.900232
28220000 -3124.13 2.26473 0.437708 0.85 -139.599 0.900232
28230000 -3101.21 2.48793 0.43771 0.85 -139.599 0.900232
28240000 -3113.22 2.36466 0.43771 0.85 -139.599 0.900232
28250000 -3096.81 2.49236 0.437706 0.85 -139.599 0.900232
28260000 -3099.03 2.47275 0.437706 0.85 -139.599 0.900232
28270000 -3121.15 2.26663 0.437706 0.85 -139.599 0.900232
28280000 -3126.37 2.2407 0.437709 0.85 -139.599 0.900232
28290000 -3160.61 1.89906 0.43771 0.85 -139.599 0.900232
28300000 -3133.58 2.14359 0.437711 0.85 -139.599 0.900232
28310000 -3082.66 2.5693 0.437712 0.85 -139.599 0.900232
28320000 -3107.66 2.32344 0.43771 0.85 -139.599 0.900232
28330000 -3113.09 2.29632 0.437711 0.85 -139.599 0.900232
28340000 -3130.61 2.10273 0.437706 0.85 -139.599 0.900232
28350000 -3097.65 2.5046 0.437709 0.85 -139.599 0.900232
28360000 -3160.56 1.84874 0.437709 0.85 -139.599 0.900232
28370000 -3114.97 2.41792 0.43771 0.85 -139.599 0.900232
28380000 -3149.95 1.97695 0.437709 0.85 -139.599 0.900232
28390000 -3119.52 2.30111 0.437707 0.85 -139.599 0.900232
28400000 -3113.36 2.27798 0.437708 0.85 -139.599 0.900232
28410000 -3085.3 2.58514 0.437709 0.85 -139.599 0.900232
28420000 -3111.55 2.2956 0.437711 0.85 -139.599 0.900232
28430000 -3121.83 2.16079 0.437713 0.85 -139.599 0.900232
28440000 -3148.11 1.86699 0.437712 0.85 -139.599 0.900232
28450000 -3139.41 1.98871 0.437714 0.85 -139.599 0.900232
28460000 -3133.87 2.08891 0.437713 0.85 -139.599 0.900232
28470000 -3142.36 2.01309 0.437715 0.85 -139.599 0.900232
28480000 -3128.47 2.13506 0.437716 0.85 -139.599 0.900232
28490000 -3088.67 2.45407 0.437718 0.85 -139.599 0.900232
28500000 -3115.59 2.30789 0.437717 0.85 -139.599 0.900232
28510000 -3133.99 2.0787 0.437716 0.85 -139.599 0.900232
28520000 -3122.58 2.21004 0.437715 0.85 -139.599 0.900232
28530000 -3174.45 1.74683 0.437713 0.85 -139.599 0.900232
28540000 -3155.35 1.90112 0.437713 0.85 -139.599 0.900232
28550000 -3111.78 2.34486 0.437715 0.85 -139.599 0.900232
28560000 -3108.51 2.35512 0.437717 0.85 -139.599 0.900232
28570000 -3095.89 2.47444 0.437717 0.85 -139.599 0.900232
28580000 -3105.18 2.49019 0.437715 0.85 -139.599 0.900232
28590000 -3110.23 2.39659 0.437714 0.85 -139.599 0.900232
28600000 -3121.24 2.27945 0.437716 0.85 -139.599 0.900232
28610000 -3087.66 2.58727 0.437718 0.85 -139.599 0.900232
28620000 -3127.43 2.19002 0.437718 0.85 -139.599 0.900232
28630000 -3125.4 2.18888 0.437719 0.85 -139.599 0.900232
28640000 -3146.77 2.00665 0.437722 0.85 -139.599 0.900232
28650000 -3128.61 2.15822 0.437722 0.85 -139.599 0.900232
28660000 -3108.18 2.35386 0.437723 0.85 -139.599 0.900232
28670000 -3139.3 2.11605 0.437722 0.85 -139.599 0.900232
28680000 -3111.71 2.29263 0.437721 0.85 -139.599 0.900232
28690000 -3106.06 2.38745 0.43772 0.85 -139.599 0.900232
28700000 -3101.74 2.44329 0.437719 0.85 -139.599 0.900232
28710000 -3115.4 2.29947 0.437719 0.85 -139.599 0.900232
28720000 -3105.33 2.36106 0.437722 0.85 -139.599 0.900232
28730000 -3122.31 2.17214 0.437722 0.85 -139.599 0.900232
28740000 -3126.63 2.20237 0.43772 0.85 -139.599 0.900232
28750000 -3081.03 2.66148 0.437718 0.85 -139.599 0.900232
28760000 -3114.41 2.27975 0.437717 0.85 -139.599 0.900232
28770000 -3132.73 2.09902 0.437716 0.85 -139.599 0.900232
28780000 -3120.59 2.21212 0.437719 0.85 -139.599 0.900232
28790000 -3130.56 2.06403 0.43772 0.85 -139.599 0.900232
28800000 -3120.3 2.15717 0.437722 0.85 -139.599 0.900232
28810000 -3126.85 2.18428 0.437722 0.85 -139.599 0.900232
28820000 -3141.23 2.01124 0.437721 0.85 -139.599 0.900232
28830000 -3119.23 2.19047 0.437724 0.85 -139.599 0.900232
28840000 -3112.73 2.27294 0.437723 0.85 -139.599 0.900232
28850000 -3129.53 2.11013 0.437722 0.85 -139.599 0.900232
28860000 -3099.93 2.43136 0.437722 0.85 -139.599 0.900232
28870000 -3135.18 2.141 0.437723 0.85 -139.599 0.900232
28880000 -3114.26 2.3307 0.437722 0.85 -139.599 0.900232
28890000 -3058.46 2.86045 0.43772 0.85 -139.599 0.900232
28900000 -3125.65 2.20434 0.437721 0.85 -139.599 0.900232
28910000 -3100.19 2.41188 0.43772 0.85 -139.599 0.900232
28920000 -3153.67 1.90118 0.43772 0.85 -139.599 0.900232
28930000 -3162.62 1.78207 0.437722 0.85 -139.599 0.900232
28940000 -3153.52 1.87862 0.437721 0.85 -139.599 0.900232
28950000 -3122.57 2.26884 0.437722 0.85 -139.599 0.900232
28960000 -3117.7 2.31207 0.437724 0.85 -139.599 0.900232
28970000 -3123.29 2.14918 0.437723 0.85 -139.599 0.900232
28980000 -3104.27 2.31934 0.437723 0.85 -139.599 0.900232
28990000 -3108.15 2.3105 0.437723 0.85 -139.599 0.900232
29000000 -3141.48 2.01887 0.437723 0.85 -139.599 0.900232
29010000 -3119.75 2.24637 0.437722 0.85 -139.599 0.900232
29020000 -3164.02 1.74338 0.437724 0.85 -139.599 0.900232
29030000 -3135.69 2.06518 0.437724 0.85 -139.599 0.900232
29040000 -3126.33 2.19575 0.437723 0.85 -139.599 0.900232
29050000 -3122.79 2.23581 0.437723 0.85 -139.599 0.900232
29060000 -3130.5 2.14024 0.437729 0.85 -139.599 0.900232
29070000 -3135.51 2.09461 0.437727 0.85 -139.599 0.900232
29080000 -3121.76 2.23981 0.437728 0.85 -139.599 0.900232
29090000 -3095.95 2.54548 0.437727 0.85 -139.599 0.900232
29100000 -3118.85 2.2072 0.437727 0.85 -139.599 0.900232
29110000 -3137.77 1.96253 0.437729 0.85 -139.599 0.900232
29120000 -3115.39 2.2511 0.437731 0.85 -139.599 0.900232
29130000 -3087.22 2.46975 0.437735 0.85 -139.599 0.900232
29140000 -3121.29 2.10517 0.437737 0.85 -139.599 0.900232
29150000 -3094.2 2.36746 0.437736 0.85 -139.599 0.900232
29160000 -3140.73 2.03014 0.437736 0.85 -139.599 0.900232
29170000 -3127.08 2.22063 0.437738 0.85 -139.599 0.900232
29180000 -3132.5 2.14692 0.437736 0.85 -139.599 0.900232
29190000 -3119.12 2.26837 0.437734 0.85 -139.599 0.900232
29200000 -3101.26 2.3738 0.437733 0.85 -139.599 0.900232
29210000 -3102.93 2.45358 0.43773 0.85 -139.599 0.900232
29220000 -3122.05 2.27161 0.43773 0.85 -139.599 0.900232
29230000 -3143.9 2.03083 0.437728 0.85 -139.599 0.900232
29240000 -3148.27 1.94617 0.437727 0.85 -139.599 0.900232
29250000 -3132.25 2.14783 0.437728 0.85 -139.599 0.900232
29260000 -3114.75 2.29674 0.437729 0.85 -139.599 0.900232
29270000 -3118.54 2.24327 0.437731 0.85 -139.599 0.900232
29280000 -3145.89 1.94886 0.437729 0.85 -139.599 0.900232
29290000 -3103.44 2.43529 0.437728 0.85 -139.599 0.900232
29300000 -3131.53 2.1494 0.437728 0.85 -139.599 0.900232
29310000 -3114.08 2.28943 0.437727 0.85 -139.599 0.900232
29320000 -3095.62 2.47466 0.437723 0.85 -139.599 0.900232
29330000 -3066.45 2.81976 0.437721 0.85 -139.599 0.900232
29340000 -3116.87 2.25825 0.437719 0.85 -139.599 0.900232
29350000 -3091.96 2.54152 0.437722 0.85 -139.599 0.900232
29360000 -3105.38 2.44996 0.437719 0.85 -139.599 0.900232
29370000 -3081.29 2.70327 0.43772 0.85 -139.599 0.900232
29380000 -3080.27 2.63795 0.437717 0.85 -139.599 0.900232
29390000 -3095.39 2.46267 0.437717 0.85 -139.599 0.900232
29400000 -3116.86 2.28201 0.437718 0.85 -139.599 0.900232
29410000 -3124.09 2.2756 0.437718 0.85 -139.599 0.900232
29420000 -3070.11 2.73397 0.437719 0.85 -139.599 0.900232
29430000 -3067.43 2.82322 0.437718 0.85 -139.599 0.900232
29440000 -3138.54 2.06013 0.437717 0.85 -139.599 0.900232
29450000 -3114.1 2.32525 0.437715 0.85 -139.599 0.900232
29460000 -3136.58 2.08854 0.437714 0.85 -139.599 0.900232
29470000 -3107.83 2.33208 0.437712 0.85 -139.599 0.900232
29480000 -3112.04 2.2945 0.437709 0.85 -139.599 0.900232
29490000 -3147.92 1.99983 0.437708 0.85 -139.599 0.900232
29500000 -3144.89 2.04999 0.437709 0.85 -139.599 0.900232
29510000 -3138.63 2.08246 0.437708 0.85 -139.599 0.900232
29520000 -3083.56 2.58577 0.437707 0.85 -139.599 0.900232
29530000 -3102.95 2.43121 0.437707 0.85 -139.599 0.900232
29540000 -3098.43 2.47463 0.437709 0.85 -139.599 0.900232
29550000 -3080.94 2.60292 0.43771 0.85 -139.599 0.900232
29560000 -3157.58 1.91641 0.437709 0.85 -139.599 0.900232
29570000 -3130.95 2.17254 0.437711 0.85 -139.599 0.900232
29580000 -3148.32 1.99057 0.43771 0.85 -139.599 0.900232
29590000 -3112.54 2.3436 0.437711 0.85 -139.599 0.900232
29600000 -3090.26 2.50048 0.437711 0.85 -139.599 0.900232
29610000 -3114.27 2.29629 0.43771 0.85 -139.599 0.900232
29620000 -3147.58 1.91405 0.437713 0.85 -139.599 0.900232
29630000 -3113.25 2.27239 0.437713 0.85 -139.599 0.900232
29640000 -3117.34 2.2138 0.437711 0.85 -139.599 0.900232
29650000 -3186.62 1.5929 0.43771 0.85 -139.599 0.900232
29660000 -3153.86 1.88977 0.437711 0.85 -139.599 0.900232
29670000 -3132.69 2.1159 0.437712 0.85 -139.599 0.900232
29680000 -3160.45 1.79974 0.437713 0.85 -139.599 0.900232
29690000 -3147.88 1.91344 0.437716 0.85 -139.599 0.900232
29700000 -3120.38 2.2449 0.437715 0.85 -139.599 0.900232
29710000 -3132.42 2.12818 0.437718 0.85 -139.599 0.900232
29720000 -3142.91 2.00322 0.437718 0.85 -139.599 0.900232
29730000 -3121.52 2.1935 0.437718 0.85 -139.599 0.900232
29740000 -3146.37 2.04076 0.43772 0.85 -139.599 0.900232
29750000 -3138.35 2.08474 0.437722 0.85 -139.599 0.900232
29760000 -3141.79 1.98513 0.437723 0.85 -139.599 0.900232
29770000 -3109.87 2.2625 0.437725 0.85 -139.599 0.900232
29780000 -3113.03 2.28746 0.437724 0.85 -139.599 0.900232
29790000 -3110.45 2.23516 0.437725 0.85 -139.599 0.900232
29800000 -3157.77 1.87534 0.437723 0.85 -139.599 0.900232
29810000 -3138.16 2.10093 0.437725 0.85 -139.599 0.900232
29820000 -3100.32 2.4471 0.437726 0.85 -139.599 0.900232
29830000 -3101.87 2.46107 0.437723 0.85 -139.599 0.900232
29840000 -3112.43 2.31982 0.437723 0.85 -139.599 0.900232
29850000 -3117.1 2.27226 0.437726 0.85 -139.599 0.900232
29860000 -3126.03 2.13138 0.437729 0.85 -139.599 0.900232
29870000 -3163.16 1.80458 0.437732 0.85 -139.599 0.900232
29880000 -3143.75 1.98097 0.437734 0.85 -139.599 0.900232
29890000 -3142.79 2.03535 0.437739 0.85 -139.599 0.900232
29900000 -3115.25 2.28094 0.43774 0.85 -139.599 0.900232
29910000 -3107.61 2.32844 0.437739 0.85 -139.599 0.900232
29920000 -3121.26 2.13019 0.437739 0.85 -139.599 0.900232
29930000 -3137.08 2.02076 0.437739 0.85 -139.599 0.900232
29940000 -3117.76 2.31199 0.43774 0.85 -139.599 0.900232
29950000 -3100.2 2.46958 0.437741 0.85 -139.599 0.900232
29960000 -3101.1 2.48816 0.437741 0.85 -139.599 0.900232
29970000 -3102.76 2.47776 0.437741 0.85 -139.599 0.900232
29980000 -3112.04 2.35028 0.437735 0.85 -139.599 0.900232
29990000 -3146.58 1.94024 0.437738 0.85 -139.599 0.900232
30000000 -3094.06 2.43673 0.437739 0.85 -139.599 0.900232
30010000 -3097.67 2.38751 0.437741 0.85 -139.599 0.900232
30020000 -3082.06 2.59748 0.437741 0.85 -139.599 0.900232
30030000 -3134.21 2.00433 0.437744 0.85 -139.599 0.900232
30040000 -3086.85 2.5962 0.437746 0.85 -139.599 0.900232
30050000 -3124.33 2.24587 0.437745 0.85 -139.599 0.900232
30060000 -3129.33 2.15657 0.437746 0.85 -139.599 0.900232
30070000 -3165.17 1.72066 0.437747 0.85 -139.599 0.900232
30080000 -3128.75 2.16062 0.437749 0.85 -139.599 0.900232
30090000 -3112.2 2.28751 0.437747 0.85 -139.599 0.900232
30100000 -3129.87 2.14957 0.437747 0.85 -139.599 0.900232
30110000 -3121.65 2.2798 0.43775 0.85 -139.599 0.900232
30120000 -3136.82 2.11538 0.43775 0.85 -139.599 0.900232
30130000 -3152.58 1.94329 0.437751 0.85 -139.599 0.900232
30140000 -3134.09 2.07993 0.437754 0.85 -139.599 0.900232
30150000 -3087.7 2.59923 0.437755 0.85 -139.599 0.900232
30160000 -3149.14 1.95919 0.437754 0.85 -139.599 0.900232
30170000 -3131.09 2.16199 0.437752 0.85 -139.599 0.900232
30180000 -3121.55 2.16207 0.43775 0.85 -139.599 0.900232
30190000 -3147.78 1.96733 0.437751 0.85 -139.599 0.900232
30200000 -3129.46 2.13962 0.43775 0.85 -139.599 0.900232
30210000 -3147.85 1.99942 0.437751 0.85 -139.599 0.900232
30220000 -3136.9 2.00309 0.437753 0.85 -139.599 0.900232
30230000 -3123.45 2.21229 0.437752 0.85 -139.599 0.900232
30240000 -3159.06 1.86503 0.437752 0.85 -139.599 0.900232
30250000 -3138.64 2.06557 0.437752 0.85 -139.599 0.900232
30260000 -3100.38 2.45252 0.437751 0.85 -139.599 0.900232
30270000 -3107.9 2.37425 0.437749 0.85 -139.599 0.900232
30280000 -3100.41 2.39131 0.437749 0.85 -139.599 0.900232
30290000 -3109.15 2.39665 0.437746 0.85 -139.599 0.900232
30300000 -3108.94 2.3975 0.437746 0.85 -139.599 0.900232
30310000 -3128.71 2.18748 0.437747 0.85 -139.599 0.900232
30320000 -3151.41 1.94172 0.437747 0.85 -139.599 0.900232
30330000 -3138.02 1.94521 0.437752 0.85 -139.599 0.900232
30340000 -3141.45 2.06288 0.437754 0.85 -139.599 0.900232
30350000 -3103.74 2.35931 0.437755 0.85 -139.599 0.900232
30360000 -3105.56 2.39294 0.437757 0.85 -139.599 0.900232
30370000 -3128.6 2.12814 0.437759 0.85 -139.599 0.900232
30380000 -3115.05 2.28735 0.437761 0.85 -139.599 0.900232
30390000 -3132.48 2.03761 0.437761 0.85 -139.599 0.900232
30400000 -3095.84 2.4987 0.437762 0.85 -139.599 0.900232
30410000 -3146.59 1.9515 0.437762 0.85 -139.599 0.900232
30420000 -3081.56 2.59376 0.437761 0.85 -139.599 0.900232
30430000 -3152.07 1.85006 0.437766 0.85 -139.599 0.900232
30440000 -3110.23 2.29567 0.437767 0.85 -139.599 0.900232
30450000 -3131.52 2.08419 0.437767 0.85 -139.599 0.900232
30460000 -3151.4 1.93052 0.437767 0.85 -139.599 0.900232
30470000 -3117.56 2.25623 0.437767 0.85 -139.599 0.900232
30480000 -3157.25 1.84761 0.437769 0.85 -139.599 0.900232
30490000 -3111.88 2.29236 0.437771 0.85 -139.599 0.900232
30500000 -3126.9 2.11305 0.437774 0.85 -139.599 0.900232
30510000 -3114.65 2.26168 0.437773 0.85 -139.599 0.900232
30520000 -3115.14 2.21847 0.437774 0.85 -139.599 0.900232
30530000 -3121.99 2.10861 0.437776 0.85 -139.599 0.900232
30540000 -3111.34 2.29072 0.437774 0.85 -139.599 0.900232
30550000 -3135.04 2.09561 0.437774 0.85 -139.599 0.900232
30560000 -3125.97 2.1011 0.437776 0.85 -139.599 0.900232
30570000 -3123.42 2.18521 0.437776 0.85 -139.599 0.900232
30580000 -3146.65 1.93972 0.437778 0.85 -139.599 0.900232
30590000 -3112.85 2.29937 0.437781 0.85 -139.599 0.900232
30600000 -3125.17 2.21569 0.437781 0.85 -139.599 0.900232
30610000 -3101.4 2.40843 0.43778 0.85 -139.599 0.900232
30620000 -3148.8 1.96191 0.437781 0.85 -139.599 0.900232
30630000 -3136.91 2.0912 0.43778 0.85 -139.599 0.900232
30640000 -3140.67 1.93283 0.43778 0.85 -139.599 0.900232
30650000 -3157.15 1.76025 0.437781 0.85 -139.599 0.900232
30660000 -3133.83 2.09445 0.437781 0.85 -139.599 0.900232
30670000 -3140.88 1.99332 0.437785 0.85 -139.599 0.900232
30680000 -3130.68 2.18127 0.437786 0.85 -139.599 0.900232
30690000 -3101.99 2.42287 0.437788 0.85 -139.599 0.900232
30700000 -3153.59 1.85011 0.437789 0.85 -139.599 0.900232
30710000 -3122.67 2.08116 0.43779 0.85 -139.599 0.900232
30720000 -3114.66 2.23679 0.437788 0.85 -139.599 0.900232
30730000 -3117.19 2.25108 0.437787 0.85 -139.599 0.900232
30740000 -3101.56 2.41261 0.437788 0.85 -139.599 0.900232
30750000 -3094.92 2.49187 0.437786 0.85 -139.599 0.900232
30760000 -3133.1 2.06937 0.437791 0.85 -139.599 0.900232
30770000 -3115.49 2.3097 0.437791 0.85 -139.599 0.900232
30780000 -3166.8 1.76444 0.43779 0.85 -139.599 0.900232
30790000 -3120.16 2.1867 0.43779 0.85 -139.599 0.900232
30800000 -3107.05 2.31097 0.437792 0.85 -139.599 0.900232
30810000 -3114.74 2.2468 0.437793 0.85 -139.599 0.900232
30820000 -3110.4 2.36614 0.437792 0.85 -139.599 0.900232
30830000 -3114.23 2.32806 0.437793 0.85 -139.599 0.900232
30840000 -3145.57 1.98604 0.437793 0.85 -139.599 0.900232
30850000 -3104.7 2.4141 0.437796 0.85 -139.599 0.900232
30860000 -3109.55 2.36225 0.437792 0.85 -139.599 0.900232
30870000 -3127.84 2.21563 0.437794 0.85 -139.599 0.900232
30880000 -3135.75 2.05759 0.437793 0.85 -139.599 0.900232
30890000 -3127.08 2.15473 0.437791 0.85 -139.599 0.900232
30900000 -3123.48 2.17396 0.437791 0.85 -139.599 0.900232
30910000 -3115.49 2.24982 0.437789 0.85 -139.599 0.900232
30920000 -3131.75 2.1109 0.437789 0.85 -139.599 0.900232
30930000 -3094.37 2.48956 0.437789 0.85 -139.599 0.900232
30940000 -3089.86 2.50972 0.43779 0.85 -139.599 0.900232
30950000 -3136.75 2.00561 0.43779 0.85 -139.599 0.900232
30960000 -3138.83 1.98314 0.437792 0.85 -139.599 0.900232
30970000 -3130.55 2.11937 0.437791 0.85 -139.599 0.900232
30980000 -3132.16 2.17925 0.437793 0.85 -139.599 0.900232
30990000 -3121.94 2.26993 0.437795 0.85 -139.599 0.900232
31000000 -3107.61 2.3729 0.437797 0.85 -139.599 0.900232
31010000 -3111.2 2.29436 0.437799 0.85 -139.599 0.900232
31020000 -3131.96 2.05831 0.4378 0.85 -139.599 0.900232
31030000 -3103.18 2.33901 0.437804 0.85 -139.599 0.900232
31040000 -3104.86 2.36188 0.437807 0.85 -139.599 0.900232
