Initialized 500 particles randomly without overlaps.
Particle Positions:
Particle 124: 5.67692, 0.186247, 5.49172
Particle 125: 3.3895, 0.00915637, 5.96698
Particle 126: 1.87191, 5.90183, 7.92706
Particle 127: 6.70605, 7.52632, 3.07257
Particle 128: 5.67366, 5.85011, 7.13396
Particle 129: 2.24692, 8.17235, 4.47554
Particle 130: 4.46635, 0.375952, 6.0004
Particle 131: 4.78439, 1.19716, 5.18258
Particle 132: 4.08948, 1.78523, 2.53273
Particle 133: 5.35773, 1.0116, 4.2943
Particle 134: 2.43867, 4.95246, 7.72105
Particle 135: 3.12175, 4.98822, 2.79235
Particle 136: 3.99643, 7.94278, 4.62002
Particle 137: 6.0088, 2.80994, 3.3232
Particle 138: 6.94596, 0.114158, 6.96134
Particle 139: 8.20247, 4.59088, 1.61645
Particle 140: 2.82748, 6.95232, 2.60713
Particle 141: 1.32654, 4.92738, 6.33029
Particle 142: 3.18866, 0.806445, 5.05625
Particle 143: 4.55184, 6.12911, 7.17066
Particle 144: 7.27028, 7.28333, 0.309978
Particle 145: 7.8401, 1.97705, 6.98196
Particle 146: 7.33222, 7.58992, 6.96442
Particle 147: 6.12162, 7.29872, 6.63094
Particle 148: 7.31943, 3.72705, 1.82555
Particle 149: 6.95124, 1.82998, 6.29331
Particle 150: 7.0978, 5.28592, 2.45716
Particle 151: 4.02773, 2.45082, 5.52356
Particle 152: 5.0946, 5.36465, 2.30564
Particle 153: 4.9292, 6.18161, 0.888833
Particle 154: 1.76055, 6.01076, 4.40993
Particle 155: 2.06856, 3.82222, 5.27692
Particle 156: 7.98142, 5.7489, 4.92944
Particle 157: 6.2101, 0.903194, 2.96838
Particle 158: 1.25788, 6.79411, 5.03176
Particle 159: 1.76941, 0.514513, 1.01727
Particle 160: 0.701688, 2.77605, 7.1687
Particle 161: 0.85228, 7.33537, 6.93012
Particle 162: 3.65055, 0.276415, 2.55601
Particle 163: 6.88418, 0.213568, 5.22307
Particle 164: 8.12993, 2.97468, 6.2932
Particle 165: 7.03976, 2.87212, 0.668915
Particle 166: 1.91794, 3.67817, 1.79793
Particle 167: 5.78754, 3.52456, 3.85074
Particle 168: 0.343594, 4.57586, 6.13867
Particle 169: 0.541038, 5.86574, 2.78302
Particle 170: 4.11763, 3.45235, 6.23835
Particle 171: 0.559821, 2.68994, 5.33304
Particle 172: 5.87278, 2.67443, 6.71376
Particle 173: 1.25031, 2.20201, 1.4872
Particle 174: 1.54224, 3.31953, 6.32065
Particle 175: 6.39331, 7.58504, 7.50859
Particle 176: 2.51163, 4.86828, 0.538901
Particle 177: 6.42713, 6.6283, 4.47915
Particle 178: 1.49261, 6.4302, 2.17075
Particle 179: 7.64909, 0.654008, 7.59149
Particle 180: 5.57916, 0.338599, 1.91566
Particle 181: 3.18418, 3.96804, 6.15733
Particle 182: 3.39773, 1.88759, 7.14547
Particle 183: 4.69034, 4.44972, 0.319838
Particle 184: 2.47965, 1.49463, 2.321
Particle 185: 3.34015, 2.47988, 4.82744
Particle 186: 5.50874, 1.64592, 4.75862
Particle 187: 5.061, 6.30174, 3.45686
Particle 188: 4.56435, 5.89578, 5.07025
Particle 189: 1.17577, 2.50323, 0.157492
Particle 190: 7.63143, 8.21639, 1.88686
Particle 191: 4.84165, 8.14811, 2.1307
Particle 192: 7.43712, 1.79373, 3.21073
Particle 193: 1.90707, 3.49668, 8.18182
Particle 194: 2.02397, 3.68892, 0.745943
Particle 195: 5.32745, 0.153197, 2.73808
Particle 196: 0.949208, 0.461489, 3.11501
Particle 197: 5.56581, 4.20566, 4.31242
Particle 198: 2.5591, 1.33547, 3.13503
Particle 199: 1.54894, 5.18923, 0.161517
Particle 200: 7.62547, 1.58684, 1.26526
Particle 201: 6.49573, 3.18687, 4.23819
Particle 202: 7.6422, 4.24784, 6.29696
Particle 203: 0.757663, 0.837135, 7.81164
Particle 204: 6.01841, 0.266611, 6.80148
Particle 205: 0.985273, 4.24842, 7.39601
Particle 206: 5.58056, 6.66921, 6.25833
Particle 207: 3.48533, 7.81776, 7.56901
Particle 208: 1.86405, 0.617842, 4.18772
Particle 209: 1.54823, 6.71455, 6.0877
Particle 210: 0.292036, 3.8336, 7.30598
Particle 211: 0.71378, 5.3842, 7.52562
Particle 212: 4.30513, 0.10701, 7.36879
Particle 213: 7.3793, 3.69227, 5.24928
Particle 214: 4.77747, 2.49074, 0.373879
Particle 215: 3.95018, 6.23144, 7.98601
Particle 216: 2.36945, 1.91306, 6.96069
Particle 217: 5.09382, 5.99208, 7.87677
Particle 218: 2.26307, 2.23535, 4.8026
Particle 219: 0.311843, 2.48534, 3.70979
Particle 220: 3.43464, 0.215183, 3.65253
Particle 221: 3.14792, 6.61847, 6.46784
Particle 222: 7.84034, 6.07581, 0.415602
Particle 223: 4.18058, 7.49034, 0.617753
Particle 224: 2.53437, 4.48374, 5.62557
Particle 225: 0.932836, 6.2359, 4.37291
Particle 226: 6.4648, 1.98809, 1.76034
Particle 227: 0.626563, 3.31959, 0.0681423
Particle 228: 2.74569, 7.37199, 4.10756
Particle 229: 6.48195, 4.77756, 0.600065
Particle 230: 2.57976, 5.795, 5.36409
Particle 231: 7.98405, 4.38345, 0.268937
Particle 232: 6.64897, 2.06555, 3.17796
Particle 233: 2.89389, 4.21123, 0.00422263
Particle 234: 0.523044, 7.62095, 1.96684
Particle 235: 3.25304, 5.1921, 0.238498
Particle 236: 7.07301, 4.19011, 4.10764
Particle 237: 8.09618, 6.9719, 5.67867
Particle 238: 4.33505, 1.24388, 0.342945
Particle 239: 4.9341, 7.49704, 5.66905
Particle 240: 0.824709, 5.50042, 2.0279
Particle 241: 6.4322, 0.529913, 5.98362
Particle 242: 5.30825, 7.39915, 0.118611
Particle 243: 1.89767, 5.04736, 5.54107
Particle 244: 4.91912, 0.694944, 7.21272
Particle 245: 0.0618512, 5.35056, 1.27229
Particle 246: 4.86292, 3.79769, 1.7942
Particle 247: 7.3079, 3.70159, 0.216943
Particle 248: 2.31386, 7.81381, 6.65351
Particle 249: 5.77461, 3.70551, 2.02669
Particle 250: 2.77369, 4.93869, 6.30852
Particle 251: 8.1893, 2.71653, 0.304428
Particle 252: 7.09079, 4.90383, 5.13199
Particle 253: 3.81457, 0.825824, 6.34815
Particle 254: 5.19244, 2.73543, 4.03412
Particle 255: 6.68931, 7.4489, 4.52394
Particle 256: 3.6966, 4.72057, 1.09867
Particle 257: 1.8805, 2.13415, 3.68068
Particle 258: 3.50188, 4.86034, 3.63417
Particle 259: 4.77935, 3.11041, 5.17352
Particle 260: 2.74009, 2.33401, 3.40776
Particle 261: 3.35598, 4.31389, 7.48774
Particle 262: 2.67289, 5.56971, 4.51267
Particle 263: 4.8687, 5.73307, 3.99686
Particle 264: 2.21841, 2.02575, 1.64369
Particle 265: 5.72705, 1.92967, 3.90342
Particle 266: 4.38643, 4.3028, 4.29073
Particle 267: 6.94003, 3.59841, 3.07591
Particle 268: 6.29665, 3.0861, 1.7774
Particle 269: 5.40706, 6.89771, 4.29572
Particle 270: 5.42092, 0.0428387, 7.42822
Particle 271: 0.0999809, 2.62702, 1.7648
Particle 272: 1.96188, 1.11427, 0.51875
Particle 273: 1.03771, 3.30813, 0.909503
Particle 274: 5.21412, 1.47206, 6.85815
Particle 275: 3.3786, 3.37307, 2.56608
Particle 276: 1.45949, 1.13335, 1.51822
Particle 277: 3.16007, 3.40362, 4.69306
Particle 278: 3.44034, 7.04513, 1.5095
Particle 279: 6.11016, 3.50547, 4.9058
Particle 280: 6.42834, 1.30765, 5.25534
Particle 281: 2.2757, 2.96441, 0.517641
Particle 282: 1.2083, 5.16029, 4.83956
Particle 283: 6.41179, 3.80447, 6.50679
Particle 284: 6.78234, 6.66894, 2.3535
Particle 285: 1.52675, 1.03342, 7.95031
Particle 286: 8.14322, 4.64513, 7.5542
Particle 287: 6.862, 6.13593, 3.70111
Particle 288: 2.18213, 3.57881, 3.85012
Particle 289: 0.73742, 3.51886, 6.00572
Particle 290: 7.17452, 6.17141, 7.56968
Particle 291: 4.85194, 2.84001, 7.58739
Particle 292: 4.53995, 1.77897, 7.62862
Particle 293: 6.16904, 4.59283, 7.23797
Particle 294: 0.990453, 4.16403, 4.08508
Particle 295: 2.51079, 7.20813, 5.35855
Particle 296: 4.99985, 2.58979, 6.68087
Particle 297: 6.01172, 0.271659, 0.00604729
Particle 298: 7.23066, 2.19895, 2.16018
Particle 299: 1.12279, 6.52107, 3.29253
Particle 300: 6.37331, 5.04076, 5.68142
Particle 301: 7.01517, 3.23566, 7.69162
Particle 302: 0.700426, 8.15312, 0.378951
Particle 303: 6.4143, 7.87074, 1.7752
Particle 304: 7.82939, 5.65343, 4.05985
Particle 305: 2.51199, 5.10068, 3.37669
Particle 306: 5.69123, 2.5621, 1.79228
Particle 307: 3.91303, 6.24749, 5.51279
Particle 308: 7.24775, 5.94158, 1.9922
Particle 309: 6.76528, 3.72591, 1.01962
Particle 310: 7.45959, 3.07918, 4.40475
Particle 311: 7.69493, 6.64595, 3.05547
Particle 312: 0.697731, 7.95916, 5.52208
Particle 313: 1.4612, 7.56126, 7.82288
Particle 314: 5.99452, 6.19284, 3.41245
Particle 315: 7.71685, 3.77651, 1.02787
Particle 316: 6.29069, 4.24367, 5.15812
Particle 317: 5.30984, 6.03268, 5.63722
Particle 318: 7.52855, 6.80101, 3.87803
Particle 319: 4.93027, 7.56583, 4.86306
Particle 320: 0.1156, 1.45621, 2.33695
Particle 321: 1.55407, 4.37643, 2.01319
Particle 322: 0.449386, 2.17233, 6.18918
Particle 323: 1.54202, 7.03342, 4.16053
Particle 324: 8.21433, 7.79125, 7.81747
Particle 325: 0.11388, 0.961387, 0.642834
Particle 326: 2.30443, 2.89033, 5.40258
Particle 327: 3.65985, 3.21107, 5.38602
Particle 328: 7.16336, 3.04882, 6.58344
Particle 329: 5.8285, 0.135729, 4.10847
Particle 330: 6.91342, 0.566245, 0.930142
Particle 331: 0.0823571, 0.727522, 7.02557
Particle 332: 0.810594, 2.14996, 2.56548
Particle 333: 7.00601, 4.49527, 1.33015
Particle 334: 1.6314, 6.27881, 7.23517
Particle 335: 7.46384, 6.41056, 5.33888
Particle 336: 4.04213, 2.54509, 3.19306
Particle 337: 5.89102, 1.47795, 7.91458
Particle 338: 0.899041, 3.44571, 1.82828
Particle 339: 4.49612, 4.24086, 7.26307
Particle 340: 7.45813, 1.00521, 1.99286
Particle 341: 3.05459, 7.89252, 1.80626
Particle 342: 5.82271, 5.61712, 1.40603
Particle 343: 4.07757, 1.61688, 4.21132
Particle 344: 0.852641, 1.24241, 5.5567
Particle 345: 4.15038, 6.14615, 4.00593
Particle 346: 1.5475, 0.667816, 5.94467
Particle 347: 6.96573, 0.859589, 3.47961
Particle 348: 4.64651, 5.04149, 7.86374
Particle 349: 6.86058, 2.40848, 4.20904
Particle 350: 8.05669, 6.05328, 2.25067
Particle 351: 5.09993, 1.39284, 0.857916
Particle 352: 5.3301, 6.78154, 7.76103
Particle 353: 2.69731, 6.44418, 4.54195
Particle 354: 6.23025, 8.21795, 3.1811
Particle 355: 7.21232, 1.45935, 5.3241
Particle 356: 4.66583, 0.295469, 4.78574
Particle 357: 2.44558, 8.10722, 8.17813
Particle 358: 3.66903, 0.545296, 4.4085
Particle 359: 5.0413, 2.21402, 1.14381
Particle 360: 3.02924, 5.71652, 7.34892
Particle 361: 5.98374, 8.15306, 0.768566
Particle 362: 4.88226, 5.15111, 6.43313
Particle 363: 2.34455, 4.60522, 2.4712
Particle 364: 1.8634, 5.74305, 1.46924
Particle 365: 1.89028, 2.64377, 6.58294
Particle 366: 7.83842, 4.5648, 2.75213
Particle 367: 4.58943, 2.20324, 6.06113
Particle 368: 2.77456, 6.92474, 0.234109
Particle 369: 0.423646, 6.86494, 1.2654
Particle 370: 3.6708, 3.68751, 0.635458
Particle 371: 6.2156, 5.94431, 6.0809
Particle 372: 7.0894, 4.8839, 6.5763
Particle 373: 4.68864, 7.15638, 2.57025
Particle 374: 4.07777, 7.98155, 1.9604
Particle 375: 1.80208, 5.84245, 6.5096
Particle 376: 0.381648, 0.463023, 1.80142
Particle 377: 8.13276, 7.79752, 7.00328
Particle 378: 5.46451, 5.6137, 3.04201
Particle 379: 4.16387, 2.48524, 7.11742
Particle 380: 5.04561, 7.04906, 1.37874
Particle 381: 1.35385, 2.33621, 4.40304
Particle 382: 4.84485, 4.51209, 3.19217
Particle 383: 0.786281, 1.77198, 4.18324
Particle 384: 3.0112, 4.00665, 2.01743
Particle 385: 2.3703, 0.603218, 2.3021
Particle 386: 6.43687, 6.48505, 1.16089
Particle 387: 5.85003, 4.76575, 2.85512
Particle 388: 8.03052, 7.84074, 3.96291
Particle 389: 2.03645, 5.92184, 3.11356
Particle 390: 2.16679, 6.54234, 1.20794
Particle 391: 5.89911, 7.49088, 2.63636
Particle 392: 0.22866, 4.91145, 4.61821
Particle 393: 6.27036, 3.72547, 0.0419219
Particle 394: 0.0845808, 2.12668, 1.1172
Particle 395: 7.09882, 5.22952, 3.74441
Particle 396: 5.78541, 7.74165, 4.79838
Particle 397: 4.90544, 0.930753, 2.54269
Particle 398: 5.42885, 4.15943, 7.01893
Particle 399: 3.86208, 2.44769, 1.45339
Particle 400: 3.41269, 0.239856, 0.0138205
Particle 401: 3.54804, 5.21537, 1.79866
Particle 402: 0.134078, 7.77639, 6.15279
Particle 403: 1.48979, 7.95733, 0.626263
Particle 404: 5.71582, 4.2633, 0.284898
Particle 405: 5.88873, 5.70743, 7.91624
Particle 406: 1.63918, 6.19663, 0.628796
Particle 407: 7.86094, 6.36943, 1.24884
Particle 408: 5.85107, 1.54863, 6.24932
Particle 409: 7.70164, 5.42253, 8.03718
Particle 410: 0.396048, 1.71504, 8.04376
Particle 411: 2.92305, 1.5543, 1.60066
Particle 412: 0.690798, 4.17976, 0.947724
Particle 413: 5.69908, 6.22004, 2.00076
Particle 414: 7.76116, 6.69007, 7.01164
Particle 415: 3.44042, 4.21151, 4.58747
Particle 416: 1.91183, 7.70304, 1.8221
Particle 417: 2.49322, 4.29331, 4.66187
Particle 418: 1.5176, 1.7926, 5.42687
Particle 419: 1.3011, 3.49824, 3.2861
Particle 420: 4.39443, 8.14303, 2.88136
Particle 421: 1.4047, 5.51819, 3.74244
Particle 422: 3.38481, 6.05186, 4.75977
Particle 423: 7.71388, 7.61593, 3.23528
Particle 424: 3.92312, 7.03646, 7.51419
Particle 425: 4.12494, 1.17884, 3.33379
Particle 426: 7.6868, 2.77733, 1.23376
Particle 427: 3.7481, 0.930142, 7.46931
Particle 428: 0.404854, 1.07229, 6.29394
Particle 429: 5.79823, 1.59182, 1.40724
Particle 430: 7.05511, 1.48346, 2.53029
Particle 431: 3.62485, 2.94273, 7.95901
Particle 432: 3.55929, 2.35664, 6.44756
Particle 433: 0.66885, 5.88083, 0.996015
Particle 434: 0.0474198, 7.52802, 0.981098
Particle 435: 4.33804, 5.64477, 3.28012
Particle 436: 4.80373, 7.49955, 7.54646
Particle 437: 2.29229, 1.57488, 4.20162
Particle 438: 0.9069, 0.670671, 6.85477
Particle 439: 1.2979, 3.07782, 4.92768
Particle 440: 0.0223481, 2.38739, 2.91377
Particle 441: 4.99061, 3.87691, 5.31183
Particle 442: 4.89042, 4.63059, 1.99288
Particle 443: 2.10693, 4.81578, 1.22944
Particle 444: 5.1538, 7.70779, 3.84356
Particle 445: 7.1218, 5.81789, 5.8609
Particle 446: 1.00008, 4.63039, 2.6268
Particle 447: 7.83091, 2.71676, 7.73553
Particle 448: 1.42115, 0.436843, 2.03286
Particle 449: 3.67514, 5.19494, 5.14042
Particle 450: 5.76898, 2.03515, 0.699087
Particle 451: 4.51184, 4.25063, 1.16796
Particle 452: 2.79148, 0.776021, 1.21847
Particle 453: 0.292839, 2.96884, 4.47096
Particle 454: 1.40025, 0.300242, 7.65331
Particle 455: 4.08757, 3.43573, 4.45347
Particle 456: 5.34105, 5.31042, 4.83198
Particle 457: 5.1506, 2.85775, 2.83596
Particle 458: 6.46518, 7.26, 0.118168
Particle 459: 7.91888, 8.00423, 4.94914
Particle 460: 4.83875, 3.6402, 3.88807
Particle 461: 4.80573, 1.90827, 3.71164
Particle 462: 0.867379, 6.22098, 6.48189
Particle 463: 2.52033, 5.71273, 0.168683
Particle 464: 6.20202, 2.90494, 0.0652799
Particle 465: 3.78738, 0.201992, 1.0357
Particle 466: 4.40521, 3.40451, 1.06073
Particle 467: 7.91854, 5.40486, 5.98273
Particle 468: 6.41682, 5.38147, 6.90423
Particle 469: 5.0713, 5.49757, 0.382304
Particle 470: 1.523, 3.4939, 7.28422
Particle 471: 6.69308, 4.13477, 2.51667
Particle 472: 4.02291, 6.66582, 6.77605
Particle 473: 6.97162, 1.49663, 7.07041
Particle 474: 7.96862, 4.72376, 3.91676
Particle 475: 7.62577, 3.71321, 6.97961
Particle 476: 6.69907, 1.63269, 4.04948
Particle 477: 3.10746, 7.72747, 5.22549
Particle 478: 4.18005, 5.38269, 2.45412
Particle 479: 4.96665, 8.05563, 0.717366
Particle 480: 4.02626, 4.7172, 3.02621
Particle 481: 0.0299185, 6.4305, 4.20603
Particle 482: 5.39248, 6.14792, 4.73708
Particle 483: 7.54472, 5.09828, 1.65845
Particle 484: 8.13563, 4.06272, 3.49252
Particle 485: 0.493761, 5.76066, 3.84521
Particle 486: 2.33686, 7.10818, 3.2734
Particle 487: 3.13535, 6.04961, 0.687439
Particle 488: 5.57045, 2.93625, 5.91147
Particle 489: 3.74677, 1.54135, 1.71444
Particle 490: 1.12625, 4.1124, 6.45866
Particle 491: 0.318362, 6.68652, 5.01959
Particle 492: 3.19621, 2.96059, 7.003
Particle 493: 1.6578, 2.05922, 0.651811
Particle 494: 5.41432, 0.913648, 0.174042
Particle 495: 5.04267, 2.00728, 5.3809
Particle 496: 1.19235, 7.78867, 3.60341
Particle 497: 5.45267, 2.22765, 7.39253
Particle 498: 4.32199, 8.16688, 3.75279
Particle 499: 3.76199, 3.98404, 1.42726
Running Monte Carlo simulation for 100000000 steps...
Step 0 - Total Energy: 4707.97, Acceptance Ratio = 1, Pressure = 69.0264
Step 10000 - Total Energy: -2240.93, Acceptance Ratio = 0.362964, Pressure = 10.9197
Step 20000 - Total Energy: -2715.84, Acceptance Ratio = 0.364832, Pressure = 6.50453
Step 30000 - Total Energy: -2872.76, Acceptance Ratio = 0.370954, Pressure = 4.85616
Step 40000 - Total Energy: -2958.49, Acceptance Ratio = 0.381815, Pressure = 3.93823
Step 50000 - Total Energy: -3010.09, Acceptance Ratio = 0.388912, Pressure = 3.35765
Step 60000 - Total Energy: -3030.45, Acceptance Ratio = 0.39341, Pressure = 3.21521
Step 70000 - Total Energy: -3056.45, Acceptance Ratio = 0.39678, Pressure = 2.85966
Step 80000 - Total Energy: -3055.99, Acceptance Ratio = 0.400945, Pressure = 2.88245
Step 90000 - Total Energy: -3078.34, Acceptance Ratio = 0.40494, Pressure = 2.6712
Step 100000 - Total Energy: -3068.33, Acceptance Ratio = 0.407246, Pressure = 2.71148
Step 110000 - Total Energy: -3100.85, Acceptance Ratio = 0.409251, Pressure = 2.41097
Step 120000 - Total Energy: -3089.41, Acceptance Ratio = 0.411538, Pressure = 2.51996
Step 130000 - Total Energy: -3101.55, Acceptance Ratio = 0.413589, Pressure = 2.44234
Step 140000 - Total Energy: -3136.41, Acceptance Ratio = 0.41574, Pressure = 2.07469
Step 150000 - Total Energy: -3108.91, Acceptance Ratio = 0.416397, Pressure = 2.27364
Step 160000 - Total Energy: -3095.13, Acceptance Ratio = 0.417572, Pressure = 2.50401
Step 170000 - Total Energy: -3105.06, Acceptance Ratio = 0.418374, Pressure = 2.35328
Step 180000 - Total Energy: -3095.8, Acceptance Ratio = 0.419442, Pressure = 2.4576
Step 190000 - Total Energy: -3103.24, Acceptance Ratio = 0.420345, Pressure = 2.40045
Step 200000 - Total Energy: -3121.87, Acceptance Ratio = 0.421018, Pressure = 2.27491
Step 210000 - Total Energy: -3126.57, Acceptance Ratio = 0.421593, Pressure = 2.19625
Step 220000 - Total Energy: -3104.37, Acceptance Ratio = 0.422375, Pressure = 2.4324
Step 230000 - Total Energy: -3061.63, Acceptance Ratio = 0.422503, Pressure = 2.7549
Step 240000 - Total Energy: -3063.89, Acceptance Ratio = 0.422857, Pressure = 2.85635
Step 250000 - Total Energy: -3092.34, Acceptance Ratio = 0.423178, Pressure = 2.5536
Step 260000 - Total Energy: -3066.37, Acceptance Ratio = 0.42386, Pressure = 2.87396
Step 270000 - Total Energy: -3101.98, Acceptance Ratio = 0.423947, Pressure = 2.49915
Step 280000 - Total Energy: -3093.34, Acceptance Ratio = 0.424231, Pressure = 2.57722
Step 290000 - Total Energy: -3108.38, Acceptance Ratio = 0.424368, Pressure = 2.36677
Step 300000 - Total Energy: -3120.75, Acceptance Ratio = 0.425012, Pressure = 2.26848
Step 310000 - Total Energy: -3123.86, Acceptance Ratio = 0.425373, Pressure = 2.21386
Step 320000 - Total Energy: -3115.74, Acceptance Ratio = 0.425524, Pressure = 2.34396
Step 330000 - Total Energy: -3116.54, Acceptance Ratio = 0.425738, Pressure = 2.33751
Step 340000 - Total Energy: -3094.19, Acceptance Ratio = 0.425899, Pressure = 2.45923
Step 350000 - Total Energy: -3144.07, Acceptance Ratio = 0.426239, Pressure = 1.96487
Step 360000 - Total Energy: -3092.48, Acceptance Ratio = 0.426996, Pressure = 2.42928
Step 370000 - Total Energy: -3103.75, Acceptance Ratio = 0.427326, Pressure = 2.32836
Step 380000 - Total Energy: -3119.69, Acceptance Ratio = 0.427741, Pressure = 2.172
Step 390000 - Total Energy: -3146.03, Acceptance Ratio = 0.428019, Pressure = 1.93823
Step 400000 - Total Energy: -3100.32, Acceptance Ratio = 0.428516, Pressure = 2.37804
