# N  Ree2  Rg2
10  11.6595  2.36009
20  23.3541  5.05992
30  33.716  7.77058
40  42.9197  10.13
50  52.9758  12.8279
60  55.9817  15.0432
70  69.0755  17.1818
80  78.543  19.7883
