# N  Ree2  Rg2
10  22.557  3.33161
20  67.0517  9.51979
30  125.053  17.5737
40  196.937  27.4912
50  280.91  38.4185
60  367.697  50.4458
70  423.352  61.111
80  558.939  79.6831
